Protocollo,DataOraIncidente,Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,Chilometrica,DaSpecificare,Longitude,Latitude
4811246,2020-02-20T07:45:00Z,Strada Urbana,VIA DEI CERCHI,all'intersezione semaforizzata con,VIA DELL'ARA MASSIMA DI ERCOLE,VIA DELL'ARA MASSIMA DI ERCOLE,,,12.4832,41.8882
4810311,2020-02-20T08:00:00Z,Strada Urbana,VIA LUCREZIA ROMANA,all'intersezione con,VIA MARIO BROGLIO,VIA MARIO BROGLIO,,,12.5784,41.8323
4812985,2020-02-20T08:00:00Z,Strada Urbana,VIALE DELL'OCEANO PACIFICO,all'intersezione con,VIALE DEI PRIMATI SPORTIVI,VIALE DEI PRIMATI SPORTIVI,,,12.4547,41.8273
4810435,2020-02-20T08:30:00Z,Strada Urbana,VIA DEI LENTULI,all'intersezione con,LARGO DEI QUINTILI,LARGO DEI QUINTILI,,,12.5473,41.8643
4810626,2020-02-20T08:55:00Z,Strada Urbana,VIALE MONFORTANI,all'intersezione con,VIA DELL'ACQUEDOTTO DEL PESCHIERA,VIA DELL'ACQUEDOTTO DEL PESCHIERA,,,12.4249,41.9374
4811467,2020-02-20T09:00:00Z,Strada Urbana,VIA ABATE UGONE,all'intersezione con,PIAZZA DI DONNA OLIMPIA,PIAZZA DI DONNA OLIMPIA,,,12.4535,41.8781
4810715,2020-02-20T09:05:00Z,Strada Urbana,VIA GALLIA,da specificare,,,,fronte VIA PIRGO,12.5035,41.8811
4811365,2020-02-20T09:25:00Z,Strada Urbana,VIA GREGORIO VII,da specificare,,,,all'altezza di Largo Domenico Jacobini,12.4408,41.8959
4812503,2020-02-20T10:20:00Z,Strada Urbana,PIAZZALE MARESCIALLO GIARDINO,all'intersezione semaforizzata con,VIALE ANGELICO,VIALE ANGELICO,,,12.4588,41.9222
4811289,2020-02-20T11:45:00Z,Strada Urbana,VIA ETTORE ROLLI,da specificare,,,,intersezione VIA PORTUENSE,12.4674,41.871
4811468,2020-02-20T12:00:00Z,Strada Urbana,VIA FRANCESCO DURANTE,all'intersezione con,VIA DI MONTE VERDE,VIA DI MONTE VERDE,,,12.4415,41.8687
4812572,2020-02-20T12:00:00Z,Strada Urbana,VIA DEL TRITONE,all'intersezione semaforizzata con,VIA DEI DUE MACELLI,VIA DEI DUE MACELLI,,,12.4856,41.9029
4811495,2020-02-20T12:15:00Z,Strada Urbana,VIA AURELIA ANTICA,all'intersezione con,VIA DI TORRE ROSSA,VIA DI TORRE ROSSA,,,12.435,41.8902
4811947,2020-02-20T12:15:00Z,Strada Urbana,VIALE NUSCO,all'intersezione con,VIA MONTEMILETTO,VIA MONTEMILETTO,,,12.6305,41.8916
4812205,2020-02-20T12:30:00Z,Strada Urbana,PIAZZA PAOLO CARCANO,da specificare,,,,area di parcheggio adiacente via Gabrio Casati,12.5256,41.9585
4811951,2020-02-20T12:40:00Z,Strada Urbana,VIA SCRIBONIO CURIONE,all'intersezione con,VIA TUSCOLANA,VIA TUSCOLANA,,,12.5528,41.8621
4811264,2020-02-20T12:55:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,,prossimità VIA CAPITAN BAVASTRO,12.4541,41.8088
4812406,2020-02-20T14:00:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione semaforizzata con,VIALE GORIZIA,VIALE GORIZIA,,,12.5147,41.9186
4811167,2020-02-20T14:50:00Z,Strada Urbana,VIA DELLA MAGLIANA NUOVA,all'intersezione semaforizzata con,VIA GUIDO MIGLIOLI,VIA GUIDO MIGLIOLI,,,12.4562,41.8476
4811302,2020-02-20T15:20:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione semaforizzata con,VIALE DELLA SERENISSIMA,VIALE DELLA SERENISSIMA,,,12.5589,41.8947
4812068,2020-02-20T15:45:00Z,Strada Urbana,VIA DELL'ARA MASSIMA DI ERCOLE,all'intersezione semaforizzata con,VIA DELLA GRECA,VIA DELLA GRECA,,,12.4822,41.8873
4812152,2020-02-20T16:15:00Z,Strada Urbana,VIALE ERMINIO SPALLA,all'intersezione con,VIA DI GROTTA PERFETTA,VIA DI GROTTA PERFETTA,,,12.5149,41.8323
4812003,2020-02-20T16:45:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA DI VILLA SERVENTI,VIA DI VILLA SERVENTI,,,12.5302,41.8848
4811451,2020-02-20T17:15:00Z,Strada Urbana,VIA DELLA PINETA SACCHETTI,all'intersezione con,VIA CALISTO II,VIA CALISTO II,,,12.425,41.924
4811956,2020-02-20T18:50:00Z,Strada Urbana,VIA CASILINA,all'intersezione semaforizzata con,VIA DI CENTOCELLE,VIA DI CENTOCELLE,,,12.553,41.8767
4812348,2020-02-20T19:00:00Z,Strada Urbana,VIA NOMENTANA,da specificare,,,,prossimità Via Dante da Maiano,12.5728,41.9579
4811780,2020-02-20T19:30:00Z,Strada Urbana,VIA CARLO FADDA,all'intersezione con,VIA FILIPPO SERAFINI,VIA FILIPPO SERAFINI,,,12.5714,41.8612
4812208,2020-02-20T19:30:00Z,Strada Urbana,VIA DELLA VIGNACCIA,all'intersezione con,VIA DI VILLA TROILI,VIA DI VILLA TROILI,,,12.3985,41.8718
4812047,2020-02-20T19:45:00Z,Strada Urbana,VIA TEANO,all'intersezione semaforizzata con,VIALE PARTENOPE,VIALE PARTENOPE,,,12.5479,41.8896
4811903,2020-02-20T20:30:00Z,Strada Urbana,VIA DI TOR VERGATA,all'intersezione con,VIA GIOACCHINO VOLPE,VIA GIOACCHINO VOLPE,,,12.6235,41.8386
4812106,2020-02-20T21:40:00Z,Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA ODOARDO GIOVE,VIA ODOARDO GIOVE,,,12.4123,41.9234
4812033,2020-02-20T21:50:00Z,Strada Urbana,VIA DELLA CAMILLUCCIA,all'intersezione con,VIA DEI COLLI DELLA FARNESINA,VIA DEI COLLI DELLA FARNESINA,,,12.4501,41.9439
4812182,2020-02-20T23:15:00Z,Strada Urbana,VIA ETRURIA,all'intersezione con,VIA POMEZIA,VIA POMEZIA,,,12.5125,41.8791
4811906,2020-02-21T00:20:00Z,Strada Urbana,VIALE MARCO FULVIO NOBILIORE,all'intersezione con,VIA TARQUINIO COLLATINO,VIA TARQUINIO COLLATINO,,,12.566,41.8608
4812590,2020-02-21T06:10:00Z,Strada Urbana,VIALE SPARTACO,all'intersezione semaforizzata con,VIA DEL QUADRARO,VIA DEL QUADRARO,,,12.5539,41.8588
4812856,2020-02-21T06:40:00Z,Strada Urbana,VIA WALTER PROCACCINI,da specificare,,,,alt. rotatoria via di Torre Spaccata,12.5827,41.8517
4812549,2020-02-21T07:15:00Z,Strada Urbana,VIA LUIGI SETTEMBRINI,all'intersezione semaforizzata con,PIAZZA DELLE CINQUE GIORNATE,PIAZZA DELLE CINQUE GIORNATE,,,12.4696,41.9143
4812986,2020-02-21T07:30:00Z,Strada Urbana,VIALE PROSPERO COLONNA,all'intersezione con,VIA PIETRO VENTURI,VIA PIETRO VENTURI,,,12.4527,41.8563
4813774,2020-02-21T07:45:00Z,Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione con,VIA GRAGNANO,VIA GRAGNANO,,,12.6155,41.8933
4813847,2020-02-21T07:45:00Z,Strada Urbana,VIA DI DECIMA,all'intersezione con,VIA OSTIENSE,VIA OSTIENSE,,,12.4415,41.8234
4812190,2020-02-21T08:15:00Z,Strada Urbana,VIA MONZA,all'intersezione con,VIALE CASTRENSE,VIALE CASTRENSE,,,12.5153,41.8854
4816157,2020-02-21T08:15:00Z,Statale,VIA SALARIA,da specificare,,,,altezza VIA DELLA MARCIGLIANA,12.5321,42.0161
4813789,2020-02-21T09:10:00Z,Strada Urbana,VIA GIOVANNI GENOCCHI,all'intersezione semaforizzata con,VIA CRISTOFORO COLOMBO,VIA CRISTOFORO COLOMBO,,,12.4964,41.8586
4813779,2020-02-21T09:20:00Z,Statale entro l'abitato,VIA CASILINA,da specificare,,,,in prossimità di Via Silicella,12.5991,41.8662
4812854,2020-02-21T10:30:00Z,Strada Urbana,VIA COLLATINA,all'intersezione con,VIA DI GROTTA DI GREGNA,VIA DI GROTTA DI GREGNA,,,12.5661,41.9051
4813757,2020-02-21T10:30:00Z,Strada Urbana,VIA DI TORRE SPACCATA,all'intersezione con,VIA NINO ILARI,VIA NINO ILARI,,,12.5869,41.8674
4812909,2020-02-21T10:55:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione semaforizzata con,VIA DI CAMPO ROMANO,VIA DI CAMPO ROMANO,,,12.6166,41.832
4812769,2020-02-21T11:30:00Z,Strada Urbana,PIAZZA DI S. GIOVANNI IN LATERANO,all'intersezione semaforizzata con,VIA MATTEO BOIARDO,VIA MATTEO BOIARDO,,,12.5058,41.8874
4813206,2020-02-21T12:10:00Z,Strada Urbana,VIALE DI PORTA TIBURTINA,da specificare,,,,altezza via tiburtina antica,12.5098,41.8987
4813369,2020-02-21T12:23:00Z,Strada Urbana,VIA APPIA NUOVA,da specificare,,,,FRONTE VIA FREGENE,12.5122,41.8833
4816029,2020-02-21T12:40:00Z,Strada Urbana,VIA DEL QUADRARO,all'intersezione con,VIA SELINUNTE,VIA SELINUNTE,,,12.5523,41.8551
4814323,2020-02-21T13:30:00Z,Strada Urbana,VIALE DEI BASTIONI DI MICHELANGELO,da specificare,,,,PRESSI VIA GERMANICO,12.4557,41.9072
4816893,2020-02-21T13:30:00Z,Strada Urbana,LARGO CHIGI,all'intersezione con,VIA DEL TRITONE,VIA DEL TRITONE,,,12.4814,41.9018
4816917,2020-02-21T13:40:00Z,Strada Urbana,LUNGOTEVERE DEI SANGALLO,all'intersezione con,LARGO DEI FIORENTINI,LARGO DEI FIORENTINI,,,12.4645,41.8991
4813382,2020-02-21T14:10:00Z,Strada Urbana,VIA SARZANA,all'intersezione con,VIA DEL TRULLO,VIA DEL TRULLO,,,12.4382,41.8417
4812898,2020-02-21T14:25:00Z,Strada Urbana,VIA DI TOR PIGNATTARA,all'intersezione con,VIALE DELL'ACQUEDOTTO ALESSANDRINO,VIALE DELL'ACQUEDOTTO ALESSANDRINO,,,12.5414,41.8755
4813749,2020-02-21T15:00:00Z,Strada Urbana,VIA PRENESTINA,da specificare,,,,prossimità intersezione Via Avola,12.6576,41.8916
4813189,2020-02-21T16:00:00Z,Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,,dir. Fiumicino altezza via Ostiense,12.4633,41.8419
4813076,2020-02-21T16:05:00Z,Strada Urbana,VIA RENZO DA CERI,all'intersezione con,VIA LUCHINO DAL VERME,VIA LUCHINO DAL VERME,,,12.5387,41.8887
4815632,2020-02-21T16:35:00Z,Strada Urbana,VIA DI CASAL BOCCONE,all'intersezione con,VIA ADA NEGRI,VIA ADA NEGRI,,,12.5572,41.9577
4813386,2020-02-21T17:00:00Z,Strada Urbana,VIA LA SPEZIA,da specificare,,,,FRONTE VIA SAVONA,12.5153,41.8863
4814591,2020-02-21T18:25:00Z,Strada Urbana,VIALE CASTELLO DELLA MAGLIANA,all'intersezione con,VIA CESARE GIULIO VIOLA,VIA CESARE GIULIO VIOLA,,,12.4134,41.8233
4816412,2020-02-21T19:30:00Z,Strada Urbana,VIA FRASCATI,all'intersezione con,VICOLO DELL'ACQUEDOTTO FELICE,VICOLO DELL'ACQUEDOTTO FELICE,,,12.5426,41.8646
4813762,2020-02-21T19:50:00Z,Strada Urbana,VIA DI TOR BELLA MONACA,da specificare,,,,prossimità incrocio Via Casilina,12.6405,41.8641
4817193,2020-02-21T20:00:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione con,VIA DEI MELI,VIA DEI MELI,,,12.5733,41.8808
4816104,2020-02-21T21:10:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione con,VIA ROCCA DI PAPA,VIA ROCCA DI PAPA,,,12.536,41.8702
4813896,2020-02-21T23:50:00Z,Strada Urbana,VIALE ALESSANDRINO,all'intersezione con,VIA DEL PERGOLATO,VIA DEL PERGOLATO,,,12.5767,41.8873
4816116,2020-02-22T01:30:00Z,Strada Urbana,VIA CORINALDO,all'intersezione con,VIA SIROLO,VIA SIROLO,,,12.586,41.9383
4816037,2020-02-22T02:00:00Z,Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA DECIO FILIPPONI,VIA DECIO FILIPPONI,,,12.4459,41.9286
4813795,2020-02-22T02:10:00Z,Strada Urbana,VIA DELLA FONTE DELL'ACQUA ACETOSA,da specificare,,,,in prossimità di Via Enrico Elia,12.4851,41.9311
4819918,2020-02-22T02:15:00Z,Strada Urbana,VIA DELLA FONTE DELL'ACQUA ACETOSA,da specificare,,,,pross. VIA ENRICO ELIA,12.4839,41.9302
4814151,2020-02-22T05:30:00Z,Strada Urbana,VIA LISBONA,da specificare,,,,prossimità Via Lima,12.4966,41.924
4816148,2020-02-22T06:10:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione semaforizzata con,VIA DI PIETRALATA,VIA DI PIETRALATA,,,12.5559,41.9131
4818313,2020-02-22T06:45:00Z,Strada Urbana,PIAZZA VENEZIA,all'intersezione con,VIA DEL CORSO,VIA DEL CORSO,,,12.4822,41.8967
4816286,2020-02-22T08:30:00Z,Provinciale,VIA NOMENTANA,all'intersezione con,VIA FRATELLI MARISTI,VIA FRATELLI MARISTI,,,12.5728,41.9579
4815284,2020-02-22T08:35:00Z,Strada Urbana,VIA LUIGI BELLOTTI BON,all'intersezione con,VIA ELEONORA DUSE,VIA ELEONORA DUSE,,,12.4919,41.9284
4815417,2020-02-22T10:40:00Z,Strada Urbana,VIA NICOLO' PICCOLOMINI,all'intersezione con,VIA DI VILLA BETANIA,VIA DI VILLA BETANIA,,,12.4421,41.8909
4818258,2020-02-22T10:50:00Z,Strada Urbana,PIAZZA DI S. GIOVANNI IN LATERANO,all'intersezione semaforizzata con,VIA MERULANA,VIA MERULANA,,,12.5048,41.8871
4817004,2020-02-22T11:20:00Z,Strada Urbana,PIAZZA S. PRISCA,all'intersezione con,VIA DI S. PRISCA,VIA DI S. PRISCA,,,12.4834,41.8827
4816031,2020-02-22T12:20:00Z,Strada Urbana,VIA OSTIENSE,all'intersezione con,VIA FIUMALBO,VIA FIUMALBO,,,12.4229,41.8109
4815956,2020-02-22T14:00:00Z,Strada Urbana,VIA ACCADEMIA DEGLI AGIATI,all'intersezione con,VIA DELL'ACCADEMIA ALDINA,VIA DELL'ACCADEMIA ALDINA,,,12.4894,41.8515
4816334,2020-02-22T14:30:00Z,Strada Urbana,VIA ANDREA DORIA,all'intersezione semaforizzata con,VIA TUNISI,VIA TUNISI,,,12.452,41.9097
4817115,2020-02-22T16:15:00Z,Strada Urbana,PORTA S. PAOLO,all'intersezione con,VIA MARMORATA,VIA MARMORATA,,,12.4809,41.8771
4816072,2020-02-22T17:15:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione con,VIA VALERIO PUBLICOLA,VIA VALERIO PUBLICOLA,,,12.559,41.8586
4811905,2020-02-22T18:00:00Z,Strada Urbana,VIA CASILINA,da specificare,,,,fronte Viale Alessandrino,12.5796,41.871
4816207,2020-02-22T20:00:00Z,Strada Urbana,VIA DELLE CAVE DI PIETRALATA,all'intersezione con,VIA OLINDO MALAGODI,VIA OLINDO MALAGODI,,,12.5368,41.9088
4816274,2020-02-22T20:35:00Z,Provinciale entro l'abitato,VIA NOMENTANA,da specificare,,,,prossimità via Fratelli Maristi,12.5728,41.9579
4815992,2020-02-22T21:30:00Z,Strada Urbana,VIALE CORTINA D'AMPEZZO,all'intersezione con,VIA DELLA MENDOLA,VIA DELLA MENDOLA,,,12.4437,41.9478
4816109,2020-02-22T21:30:00Z,Strada Urbana,PIAZZA DEI GEOGRAFI,all'intersezione con,VIA ALO GIOVANNOLI,VIA ALO GIOVANNOLI,,,12.5404,41.8828
4815461,2020-02-22T22:00:00Z,Strada Urbana,VIA DI TORRE ROSSA,all'intersezione con,VIA AURELIA ANTICA,VIA AURELIA ANTICA,,,12.428,41.8931
4815977,2020-02-22T23:00:00Z,Strada Urbana,VIA DELLE ACACIE,all'intersezione con,VIA DELLA SAGGINA,VIA DELLA SAGGINA,,,12.5724,41.889
4817088,2020-02-22T23:20:00Z,Strada Urbana,PIAZZA PASQUALE PAOLI,all'intersezione con,PONTE VITTORIO EMANUELE II,PONTE VITTORIO EMANUELE II,,,12.4652,41.9008
4815289,2020-02-23T02:30:00Z,Strada Urbana,LUNGOTEVERE FLAMINIO,all'intersezione semaforizzata con,LARGO ANTONIO SARTI,LARGO ANTONIO SARTI,,,12.4686,41.9232
4815272,2020-02-23T03:30:00Z,Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GASPARE GOZZI,VIA GASPARE GOZZI,,,12.4788,41.8566
4816738,2020-02-23T03:30:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione semaforizzata con,VIA DI S. COSTANZA,VIA DI S. COSTANZA,,,12.5177,41.9212
4815503,2020-02-23T04:30:00Z,Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,VIA TOR DE' SCHIAVI,VIA TOR DE' SCHIAVI,,,12.5592,41.8948
4816097,2020-02-23T04:30:00Z,Strada Urbana,VIALE DELLE SCIENZE,all'intersezione semaforizzata con,VIALE DELL'UNIVERSITA',VIALE DELL'UNIVERSITA',,,12.5111,41.9033
4818124,2020-02-23T04:40:00Z,Strada Urbana,PIAZZA DI S. COSTANZA,all'intersezione con,VIA BRESSANONE,VIA BRESSANONE,,,12.516,41.922
4816210,2020-02-23T05:00:00Z,Strada Urbana,VIA DEL PERGOLATO,all'intersezione con,VIALE ALESSANDRINO,VIALE ALESSANDRINO,,,12.5767,41.8873
4816242,2020-02-23T06:20:00Z,Strada Urbana,VIA TIBURTINA,da specificare,,,,prossimità incrocio Via Sambuci direzione Tivoli,12.5739,41.9257
4816052,2020-02-23T08:45:00Z,Strada Urbana,PIAZZA DI MONTE GAUDIO,all'intersezione con,VIA STRESA,VIA STRESA,,,12.4368,41.9364
4815524,2020-02-23T09:20:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione semaforizzata con,VIA OLEVANO ROMANO,VIA OLEVANO ROMANO,,,12.5521,41.8938
4815579,2020-02-23T10:15:00Z,Strada Urbana,VIA DEGLI ANGELI,all'intersezione con,VIA CAMILLO MANFRONI,VIA CAMILLO MANFRONI,,,12.5461,41.8726
4816510,2020-02-23T10:35:00Z,Strada Urbana,VIA AURELIA ANTICA,all'intersezione con,LARGO TOMASO PERASSI,LARGO TOMASO PERASSI,,,12.435,41.8902
4816122,2020-02-23T17:30:00Z,Strada Urbana,VIA LAURENTINA,all'intersezione con,VIALE OCEANO ATLANTICO,VIALE OCEANO ATLANTICO,,,12.4856,41.8103
4816406,2020-02-23T17:40:00Z,Strada Urbana,VIA FRATELLI BONNET,all'intersezione con,VIALE DELLE MURA GIANICOLENSI,VIALE DELLE MURA GIANICOLENSI,,,12.4601,41.8852
4816017,2020-02-23T18:20:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIALE GIORGIO DE CHIRICO,VIALE GIORGIO DE CHIRICO,,,12.6155,41.8933
4816175,2020-02-23T20:20:00Z,Strada Urbana,PIAZZA GIUSEPPE PRIMOLI,all'intersezione con,VIA UGO OJETTI,VIA UGO OJETTI,,,12.5529,41.9452
4817096,2020-02-23T20:20:00Z,Strada Urbana,VIA RAFFAELE ROSSETTI,all'intersezione con,VIA MARIO AMATO,VIA MARIO AMATO,,,12.4507,41.9147
4816869,2020-02-23T22:25:00Z,Strada Urbana,VIA PONTINA  (CARREGGIATA COMPLANARE),all'intersezione con,VIALE DEI CADUTI PER LA RESISTENZA,VIALE DEI CADUTI PER LA RESISTENZA,,,12.4522,41.7941
4816251,2020-02-24T01:35:00Z,Strada Urbana,VIA MICHELE MERCATI,all'intersezione semaforizzata con,VIALE BRUNO BUOZZI,VIALE BRUNO BUOZZI,,,12.4834,41.9201
4819624,2020-02-24T07:25:00Z,Strada Urbana,VIALE AVENTINO,all'intersezione semaforizzata con,VIA DI S. PRISCA,VIA DI S. PRISCA,,,12.4842,41.8808
4816278,2020-02-24T08:40:00Z,Strada Urbana,VIA DELLA PINETA SACCHETTI,da specificare,,,,altezza Via Sorelle Marchisio,12.425,41.924
4816224,2020-02-24T08:50:00Z,Strada Urbana,VIA ARDEATINA,all'intersezione con,VIA DI GROTTA PERFETTA,VIA DI GROTTA PERFETTA,,,12.5181,41.8295
4817757,2020-02-24T11:30:00Z,Strada Urbana,VIA NEMEA,all'intersezione con,VIA APOLLO PIZIO,VIA APOLLO PIZIO,,,12.4585,41.9468
4816770,2020-02-24T12:00:00Z,Strada Urbana,VIA MAGNAGRECIA,all'intersezione con,VIA CLATERNA,VIA CLATERNA,,,12.5081,41.8815
4817694,2020-02-24T12:05:00Z,Strada Urbana,VIA DEI CICLAMINI,all'intersezione con,VIA DEI GELSI,VIA DEI GELSI,,,12.5663,41.8914
4817812,2020-02-24T12:10:00Z,Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA BERNARDINO TELESIO,VIA BERNARDINO TELESIO,,,12.4495,41.9109
4816629,2020-02-24T12:20:00Z,Strada Urbana,VIALE MARESCIALLO PILSUDSKI,all'intersezione semaforizzata con,VIA GUIDUBALDO DEL MONTE,VIA GUIDUBALDO DEL MONTE,,,12.475,41.9275
4818526,2020-02-24T12:45:00Z,Strada Urbana,VIA UMBERTO BIANCAMANO,all'intersezione con,VIA CONTE ROSSO,VIA CONTE ROSSO,,,12.5094,41.8873
4817506,2020-02-24T14:00:00Z,Strada Urbana,VIA APPIA NUOVA,da specificare,,,,direzione centro prossimità PIAZZA DELL'ALBERONE,12.5215,41.876
4817805,2020-02-24T14:10:00Z,Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA BUSALLA,VIA BUSALLA,,,12.4194,41.9334
4816941,2020-02-24T14:20:00Z,Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA TITO,VIA TITO,,,12.4879,41.8545
4817696,2020-02-24T14:40:00Z,Strada Urbana,VIA DELL'ARCHEOLOGIA,all'intersezione con,VIA GIOVAN BATTISTA GALESTRUZZI,VIA GIOVAN BATTISTA GALESTRUZZI,,,12.6297,41.8787
4818091,2020-02-24T14:40:00Z,Strada Urbana,VIA FILOMARINO,all'intersezione con,VIA SALARIA,VIA SALARIA,,,12.5078,41.9281
4817130,2020-02-24T15:10:00Z,Strada Urbana,CORSO DI FRANCIA,all'intersezione con,VIA URUGUAY,VIA URUGUAY,,,12.4717,41.9367
4817871,2020-02-24T16:05:00Z,Strada Urbana,VIALE JONIO,all'intersezione con,VIA MONTE ROCCHETTA,VIA MONTE ROCCHETTA,,,12.536,41.9442
4818642,2020-02-24T16:30:00Z,Strada Urbana,PIAZZALE OSTIENSE,all'intersezione con,VIALE MARCO POLO,VIALE MARCO POLO,,,12.4832,41.8761
4818252,2020-02-24T16:45:00Z,Strada Urbana,VIA CESARE DE LOLLIS,all'intersezione con,VIA DEI DALMATI,VIA DEI DALMATI,,,12.5148,41.9006
4818274,2020-02-24T17:15:00Z,Strada Urbana,VIA VITELLIA,all'intersezione con,LARGO CARLO GRIGIONI,LARGO CARLO GRIGIONI,,,12.4484,41.8801
4818093,2020-02-24T18:00:00Z,Strada Urbana,VIA SALARIA,all'intersezione con,VIA FILOMARINO,VIA FILOMARINO,,,12.5073,41.9284
4817731,2020-02-24T18:40:00Z,Strada Urbana,VIA PIETRO FRATTINI,all'intersezione con,VIA LUIGI ANGELONI,VIA LUIGI ANGELONI,,,12.4491,41.8499
4819570,2020-02-24T19:15:00Z,Strada Urbana,PIAZZA DI PORTA METRONIA,all'intersezione semaforizzata con,VIA DELLA NAVICELLA,VIA DELLA NAVICELLA,,,12.4984,41.8825
4817390,2020-02-24T20:00:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA VINOVO,VIA VINOVO,,,12.3847,41.9149
4817681,2020-02-24T20:40:00Z,Strada Urbana,VIALE GUGLIELMO MARCONI,all'intersezione semaforizzata con,VIA BENIAMINO SEGRE,VIA BENIAMINO SEGRE,,,12.4719,41.8549
4817885,2020-02-24T20:40:00Z,Strada Urbana,VIA DELL'AEROPORTO,all'intersezione con,VIA FLAVIO STILICONE,VIA FLAVIO STILICONE,,,12.5563,41.8627
4817780,2020-02-24T20:45:00Z,Strada Urbana,VIA FOLIGNO,all'intersezione con,VIA TERNI,VIA TERNI,,,12.5188,41.8852
4817862,2020-02-24T22:10:00Z,Strada Urbana,VIA MATTIA BATTISTINI,all'intersezione con,VIA DEL FORTE BRASCHI,VIA DEL FORTE BRASCHI,,,12.4184,41.9139
4820107,2020-02-24T22:15:00Z,Strada Urbana,VIA DEL CASTRO PRETORIO,all'intersezione con,VIA MARSALA,VIA MARSALA,,,12.5046,41.901
4819781,2020-02-25T00:20:00Z,Strada Urbana,VIA DEL CIRCO MASSIMO,all'intersezione con,PIAZZALE UGO LA MALFA,PIAZZALE UGO LA MALFA,,,12.4848,41.8853
4817708,2020-02-25T00:25:00Z,Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA DEL CASALE SANSONI,VIA DEL CASALE SANSONI,,,12.4091,41.9693
4817744,2020-02-25T00:30:00Z,Strada Urbana,VIA BRACCIO DA MONTONE,all'intersezione con,VIA GIOVANNI BRANCALEONE,VIA GIOVANNI BRANCALEONE,,,12.5311,41.8893
4817741,2020-02-25T00:40:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione semaforizzata con,VIA DI PORTA FURBA,VIA DI PORTA FURBA,,,12.5923,41.8396
4817901,2020-02-25T07:45:00Z,Strada Urbana,VIA AURELIA,all'intersezione con,VIA DI PORTA PERTUSA,VIA DI PORTA PERTUSA,,,12.4461,41.9015
4820734,2020-02-25T07:50:00Z,Strada Urbana,PIAZZA DEL COLOSSEO,all'intersezione semaforizzata con,VIA LABICANA,VIA LABICANA,,,12.4944,41.8905
4818044,2020-02-25T09:00:00Z,Strada Urbana,VIA COLLATINA,all'intersezione con,VIA DINO PENAZZATO,VIA DINO PENAZZATO,,,12.5589,41.8958
4819088,2020-02-25T11:00:00Z,Strada Urbana,VIA UGO DE CAROLIS,all'intersezione con,PIAZZA GIOVENALE,PIAZZA GIOVENALE,,,12.4414,41.9133
4819504,2020-02-25T11:00:00Z,Strada Urbana,VIA OFFANENGO,all'intersezione con,VIALE DELLE GALLINE BIANCHE,VIALE DELLE GALLINE BIANCHE,,,12.488,41.9973
4818533,2020-02-25T11:10:00Z,Strada Urbana,VIA LAURENTINA,all'intersezione con,VIA DI VALLERANO,VIA DI VALLERANO,,,12.4852,41.8101
4819698,2020-02-25T11:30:00Z,Strada Urbana,VIA TONALE,all'intersezione con,VIA MONTE S. VICINO,VIA MONTE S. VICINO,,,12.533,41.9492
4819762,2020-02-25T12:00:00Z,Strada Urbana,VIA ANGELO MAURI,all'intersezione con,VIA PIERO FOSCARI,VIA PIERO FOSCARI,,,12.5207,41.9511
4820973,2020-02-25T12:50:00Z,Strada Urbana,VIA DELLE QUATTRO FONTANE,all'intersezione con,VIA DI S. VITALE,VIA DI S. VITALE,,,12.4924,41.9011
4819535,2020-02-25T15:00:00Z,Strada Urbana,VIA DELLA BALDUINA,all'intersezione con,VIA MASSIMI,VIA MASSIMI,,,12.4426,41.928
4818810,2020-02-25T15:50:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA DI TOR SAPIENZA,VIA DI TOR SAPIENZA,,,12.5924,41.8941
4818813,2020-02-25T16:00:00Z,Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,VIA COLLATINA,VIA COLLATINA,,,12.5631,41.895
